"service","lifecycle","accountableOwner","directConsumers","dependencies","readExpressions","writeExpressions"
"server/services/popular-routes.service.ts","active","","server/routers/flights.ts","drizzle/schema.ts;server/_core/logger.ts;server/db.ts;server/services/redis-cache.service.ts","bookings;flights",""
"server/services/premium-experiment-policy.ts","active","","server/services/premium-experiment.service.ts","","",""
"server/services/premium-experiment.service.ts","active","","server/routers/aviation-integrations.ts;server/services/retail-offer.service.ts","drizzle/schema.ts;server/db.ts;server/services/aviation-evidence.service.ts;server/services/financial-reporting.service.ts;server/services/inventory-capacity.service.ts;server/services/outbox.service.ts;server/services/premium-experiment-policy.ts;server/services/required-value.ts","bookings;financialLedger;flights;premiumAssignments;premiumConversions;premiumPolicies","premiumAssignments;premiumConversions;premiumPolicies"
"server/services/price-alerts.service.ts","active","","server/routers/price-alerts.ts;server/services/cron.service.ts","drizzle/schema.ts;server/db.ts;server/services/notification.service.ts","airports;flights;priceAlerts","priceAlerts"
"server/services/price-calendar.service.ts","active","","server/routers/price-calendar.ts","drizzle/schema.ts;server/_core/logger.ts;server/db.ts;server/services/redis-cache.service.ts","flights",""
"server/services/price-lock.service.ts","active","","server/routers/price-lock.ts","drizzle/schema.ts;server/db.ts","flights;priceLocks","priceLocks"
"server/services/price-quote.service.ts","active","","server/routers/price-quote.ts","drizzle/schema.ts;server/db.ts;server/services/flights.service.ts","ancillaryServices;flights",""
"server/services/pricing-approval.service.ts","active","","server/routers/ai-pricing.router.ts;server/services/pricing/revenue-optimization.service.ts","drizzle/schema.ts;server/db.ts;server/services/outbox.service.ts;server/services/tenant.service.ts","flights;revenueOptimizationLogs","flights;revenueOptimizationLogs"
"server/services/pricing/ab-testing.service.ts","active","","server/routers/ai-pricing.router.ts;server/services/pricing/ai-pricing.service.ts","drizzle/schema.ts;server/db.ts;server/services/cache.service.ts","","pricingAbTestExposures;pricingAbTestVariants;pricingAbTests"
"server/services/pricing/ai-pricing.service.ts","active","","server/routers/ai-pricing.router.ts;server/services/pricing/dynamic-pricing.service.ts","server/services/cache.service.ts;server/services/pricing/ab-testing.service.ts;server/services/pricing/customer-segmentation.service.ts;server/services/pricing/demand-forecasting.service.ts;server/services/pricing/revenue-optimization.service.ts","",""
"server/services/pricing/customer-segmentation.service.ts","active","","server/routers/ai-pricing.router.ts;server/services/pricing/ai-pricing.service.ts","drizzle/schema.ts;server/db.ts;server/services/cache.service.ts","bookings;customerSegmentAssignments;flights;users","customerSegmentAssignments;customerSegments"
"server/services/pricing/demand-forecasting.service.ts","active","","server/routers/ai-pricing.router.ts;server/services/pricing/ai-pricing.service.ts;server/services/pricing/revenue-optimization.service.ts","drizzle/schema.ts;server/db.ts;server/services/pricing/temporal-forecast.ts","aiPricingModels;bookings;demandPredictions;flights","aiPricingModels;demandPredictions"
"server/services/pricing/dynamic-pricing.service.ts","active","","server/routers/pricing.router.ts;server/services/flights.service.ts","drizzle/schema.ts;server/db.ts;server/services/cache.service.ts;server/services/pricing/ai-pricing.service.ts","bookings",""
"server/services/pricing/revenue-optimization.service.ts","active","","server/routers/ai-pricing.router.ts;server/services/pricing/ai-pricing.service.ts","drizzle/schema.ts;server/db.ts;server/services/cache.service.ts;server/services/pricing-approval.service.ts;server/services/pricing/demand-forecasting.service.ts","bookings;flights;pricingHistory;revenueOptimizationLogs","priceElasticityData;revenueOptimizationLogs"
"server/services/pricing/temporal-forecast.ts","active","","server/services/pricing/demand-forecasting.service.ts","","",""
"server/services/production.service.ts","active","","server/services/auth-service.client.ts;server/services/sms.service.ts","","",""
"server/services/queue-v2.service.ts","active","","server/worker.ts","drizzle/schema.ts;server/db.ts;server/queue/redis-config.ts;server/services/booking-settlement.service.ts;server/services/email.service.ts;server/services/idempotency-v2.service.ts;server/services/inventory/inventory.service.ts;server/services/mobile-auth-v2.service.ts;server/services/notification.service.ts;server/webhooks/stripe.ts","bookings;paymentReceipts","stripeEvents"
"server/services/queue.service.ts","retired","","","drizzle/schema.ts;server/_core/logger.ts;server/db.ts;server/services/email.service.ts;server/services/notification.service.ts;server/stripe.ts;server/webhooks/stripe.ts","bookings;stripeEvents;users","bookings;idempotencyRequests;refreshTokens;stripeEvents"
"server/services/rate-limit.service.ts","active","","server/_core/middleware/procedure-rate-limit.ts;server/_core/middleware/user-rate-limit.middleware.ts;server/_core/rateLimiter.ts;server/routers/rate-limit.ts","drizzle/schema.ts;server/_core/logger.ts;server/db.ts;server/services/cache.service.ts","loyaltyAccounts","key"
"server/services/rbac.service.ts","active","","server/_core/context.ts;server/_core/trpc.ts;server/routers/admin.ts;server/routes/operational-integrations.ts;server/services/access-control.service.ts;server/services/data-warehouse.service.ts","","",""
"server/services/rebooking.service.ts","active","","server/routers/rebooking.ts","drizzle/schema.ts;server/db.ts;server/services/bookings.service.ts","airports;ancillaryServices;bookingAncillaries;bookings;flights;passengers",""
"server/services/recovery-solver.ts","active","","server/services/irops-recovery.service.ts","","",""
"server/services/redis-cache.service.ts","active","","server/routers/cache.ts;server/routers/reference.ts;server/services/flights.service.ts;server/services/health.service.ts;server/services/popular-routes.service.ts;server/services/price-calendar.service.ts","server/_core/logger.ts","","CacheNamespace.FLIGHT;CacheNamespace.PRICING;firstKey;fullKey;key;normalized"
"server/services/refunds-stats.service.ts","active","","server/routers/refunds.ts;server/services/report-export.service.ts","drizzle/schema.ts;server/db.ts","bookingRefundItems;bookingRefundPlans;bookings;financialLedger;flights;users",""
"server/services/refunds.service.ts","active","","server/routers/refunds.ts","drizzle/schema.ts;server/db.ts;server/services/cancellation-fees.service.ts;server/services/email.service.ts;server/services/metrics.service.ts;server/services/notification.service.ts;server/services/order-refunds.service.ts;server/services/payment-settlement.service.ts;server/stripe.ts","bookings;flights;paymentReceipts;paymentSplits;users",""
"server/services/report-export.service.ts","active","","server/routers/reports.ts","drizzle/schema.ts;server/db.ts;server/services/refunds-stats.service.ts","airlines;bookings;flights;users",""
"server/services/required-value.ts","active","","server/services/crew-assignment.service.ts;server/services/flight-economics-evidence.service.ts;server/services/intelligence/economics.agent.ts;server/services/irops-recovery.service.ts;server/services/premium-experiment.service.ts;server/services/retail-offer.service.ts;server/services/travel-clearance.service.ts;server/services/travel-evidence.service.ts","","",""
"server/services/retail-offer.service.ts","active","","server/routers/price-quote.ts;server/services/booking-modification.service.ts;server/services/bookings.service.ts;server/services/ndc-unpaid.service.ts;server/services/ndc.service.ts;server/services/order-servicing.service.ts","drizzle/schema.ts;server/db.ts;server/services/flights.service.ts;server/services/outbox.service.ts;server/services/premium-experiment.service.ts;server/services/required-value.ts","retailOffers","retailOffers"
"server/services/revenue-accounting.service.ts","active","","server/routers/revenue-accounting.ts","drizzle/schema.ts;server/db.ts","agentBookings;airports;ancillaryServices;bookingAncillaries;bookings;corporateBookings;flights;payments",""
"server/services/reviews.service.ts","active","","server/routers/reviews.ts","drizzle/schema.ts;server/db.ts","bookings;flightReviews;flights","flightReviews"
"server/services/saved-passengers.service.ts","active","","server/routers/saved-passengers.ts","drizzle/schema.ts;server/db.ts","savedPassengers","savedPassengers"
"server/services/scheduled-task.service.ts","active","","server/services/cron.service.ts","drizzle/schema.ts;server/db.ts","scheduledTasks","scheduledTasks"
"server/services/seat-economics-tenant.service.ts","active","","server/routers/seat-economics.ts","drizzle/schema.ts;server/db.ts;server/services/seat-economics.service.ts;server/services/tenant-scope.service.ts","bookings",""
"server/services/seat-economics.service.ts","active","","server/routers/seat-economics.ts;server/services/booking-invoice.service.ts;server/services/multi-city.service.ts;server/services/ndc-unpaid.service.ts;server/services/ndc.service.ts;server/services/order-servicing.service.ts;server/services/seat-economics-tenant.service.ts","drizzle/schema.ts;server/db.ts;server/services/tenant-scope.service.ts","agentBookings;bookingAncillaries;bookings;passengers;payments;voucherUsage",""
"server/services/seat-map.service.ts","active","","server/routers/seat-map.ts;server/services/travel-scenarios.service.ts","drizzle/schema.ts;server/db.ts;server/services/travel-clearance.service.ts","airlines;airportGates;airports;bookings;flights;gateAssignments;passengers;seatInventory;seatMaps","bookings;passengers;seatInventory;seatMaps"
"server/services/security.service.ts","retired","","","server/_core/logger.ts","",""
"server/services/self-service-capability.service.ts","active","","server/routers/bag-drop.ts;server/routers/kiosk.ts","","",""
"server/services/sentry.service.ts","active","","server/_core/index.ts","shared/telemetry-privacy.ts","",""
"server/services/settlement-review.service.ts","active","","server/routers/payments.ts","drizzle/schema.ts;server/_core/logger.ts;server/db.ts;server/stripe.ts","paymentReceipts",""
"server/services/sla-monitoring.service.ts","active","","server/_core/index.ts;server/routers/sla.ts","","names",""
"server/services/smart-suggestions.service.ts","active","","server/routers/suggestions.ts","drizzle/schema.ts;server/_core/logger.ts;server/db.ts","bookings;flights",""
"server/services/sms.service.ts","active","","server/routers/sms.ts","drizzle/schema.ts;server/db.ts;server/services/production.service.ts","smsLogs","notificationHistory;smsLogs"
"server/services/soft-delete.service.ts","active","","server/routers/soft-delete.ts","drizzle/schema.ts;server/db.ts","airports;bookings;flights","bookings;passengers"
"server/services/special-services.service.ts","active","","server/routers/special-services.ts","drizzle/schema.ts;server/db.ts","bookings;passengers;specialServices","specialServices"
"server/services/split-checkout.service.ts","active","","server/services/split-payment.service.ts","drizzle/schema.ts;server/db.ts;server/services/booking-checkout.service.ts;server/services/booking-settlement.service.ts;server/services/idempotency-v2.service.ts;server/services/outbox.service.ts;server/services/tenant.service.ts;server/stripe.ts","bookings;paymentReceipts;paymentSplits","paymentSplits"
"server/services/split-payment.service.ts","active","","server/routers/split-payments.ts","drizzle/schema.ts;server/db.ts;server/services/booking-checkout.service.ts;server/services/booking-settlement.service.ts;server/services/email.service.ts;server/services/outbox.service.ts;server/services/split-checkout.service.ts;server/services/tenant.service.ts","airports;bookingRefundItems;bookings;flights;paymentReceipts;paymentSplits","paymentSplits"
"server/services/split-refund.service.ts","active","","server/routers/refunds.ts;server/services/cron.service.ts;server/services/order-refunds.service.ts;server/webhooks/stripe.ts","drizzle/schema.ts;server/db.ts;server/services/booking-settlement.service.ts;server/services/cancellation-fees.service.ts;server/services/idempotency-v2.service.ts;server/services/order-refunds.service.ts;server/services/outbox.service.ts;server/services/payment-settlement.service.ts;server/stripe.ts","bookingRefundItems;bookingRefundPlans;bookingSegments;bookings;flights;paymentReceipts;paymentSplits;seatInventory","bookingAncillaries;bookingRefundItems;bookingRefundPlans"
"server/services/stripe-webhook.service.ts","retired","","","drizzle/schema.ts;server/_core/logger.ts;server/db.ts;server/services/booking-state-machine.service.ts;server/services/outbox.service.ts;server/stripe.ts","bookings;stripeEvents","bookings;financialLedger;payments;stripeEvents"
"server/services/stripe/stripe-reconciliation.service.ts","active","","server/jobs/reconciliation.job.ts","drizzle/schema.ts;server/db.ts","bookings;financialLedger;payments","bookings;financialLedger;payments"
"server/services/tenant-scope.service.ts","active","","server/routers/admin.ts;server/services/seat-economics-tenant.service.ts;server/services/seat-economics.service.ts","","",""
"server/services/tenant.service.ts","active","","server/_core/context.ts;server/routers/tenants.ts;server/services/aircraft-rotation.service.ts;server/services/baggage-custody.service.ts;server/services/booking-checkout.service.ts;server/services/booking-invoice.service.ts;server/services/bookings.service.ts;server/services/crew-rule.service.ts;server/services/irops-recovery.service.ts;server/services/multi-city.service.ts;server/services/ndc.service.ts;server/services/operational-events.service.ts;server/services/order-servicing.service.ts;server/services/pricing-approval.service.ts;server/services/split-checkout.service.ts;server/services/split-payment.service.ts;server/services/travel-agent.service.ts","drizzle/schema.ts;server/db.ts;server/services/outbox.service.ts","tenants;users","tenants;users"
"server/services/travel-agent.service.ts","active","","server/_core/middleware/agent-api.middleware.ts;server/routers/travel-agent.ts","drizzle/schema.ts;server/_core/logger.ts;server/db.ts;server/services/bookings.service.ts;server/services/idempotency-v2.service.ts;server/services/outbox.service.ts;server/services/tenant.service.ts","agentBookings;airlines;airports;bookings;flights;travelAgents;users","agentBookings;secret;travelAgents"
"server/services/travel-clearance.service.ts","active","","server/routers/aviation-integrations.ts;server/services/kiosk.service.ts;server/services/seat-map.service.ts","drizzle/operations-schema.ts;drizzle/schema.ts;server/db.ts;server/services/aviation-evidence.service.ts;server/services/idempotency-v2.service.ts;server/services/required-value.ts","airports;apisData;aviationEvidence;bookingSegments;bookings;flights;passengers",""
"server/services/travel-evidence-policy.ts","active","","server/routers/travel-scenarios.ts;server/services/travel-evidence.service.ts","","",""
"server/services/travel-evidence.service.ts","active","","server/routers/aviation-integrations.ts;server/services/travel-scenarios.service.ts","drizzle/schema.ts;server/db.ts;server/services/aviation-evidence.service.ts;server/services/idempotency-v2.service.ts;server/services/required-value.ts;server/services/travel-evidence-policy.ts","airports;aviationEvidence;flights",""
"server/services/travel-scenarios.service.ts","active","","server/routers/travel-scenarios.ts","drizzle/schema.ts;server/db.ts;server/services/seat-map.service.ts;server/services/travel-evidence.service.ts","airports;bookings;flights;passengers;userPreferences","userPreferences"
"server/services/user-preferences.service.ts","active","","server/routers/sms.ts;server/routers/user-preferences.ts","drizzle/schema.ts;server/db.ts","userPreferences","userPreferences"
"server/services/voucher.service.ts","active","","server/routers/vouchers.ts","drizzle/schema.ts;server/db.ts","creditUsage;userCredits;voucherUsage;vouchers","creditUsage;userCredits;voucherUsage;vouchers"
"server/services/waitlist.service.ts","active","","server/routers/waitlist.ts","drizzle/schema.ts;server/db.ts;server/services/notification.service.ts","airlines;airports;destinationAirport;flights;originAirport;users;waitlist","flights;waitlist"
"server/services/wallet.service.ts","active","","server/routers/wallet.ts","drizzle/schema.ts;server/db.ts;server/services/booking-checkout.service.ts;server/services/booking-settlement.service.ts;server/stripe.ts","bookings;walletTransactions;wallets","financialLedger;walletTransactions;wallets"
"server/services/websocket.service.ts","retired","","","drizzle/schema.ts;server/db.ts","allFlightIds;flights","flights;id;ws"
"server/services/weight-balance.service.ts","active","","server/routers/weight-balance.ts","drizzle/schema.ts;server/db.ts;server/services/demo-capability.ts","aircraftTypes;airlines;airports;baggageItems;bookings;flights;loadPlans;passengers","aircraftTypes;loadPlans"
